lon,lat,campaign_name,message_template,forecast_message,time,later,week1,week2,week3,week4,clim_later,clim_week1,clim_week2,clim_week3,clim_week4
80,26,33_UTTAR PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is very high. (90%, meaning 90 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is very low. (10%, meaning 10 in 100) ",2025-05-20,0.8839506074756102,0.0001106507400107,0.0030090709847969,0.0193173323878654,0.0936123384117169,0.7758876359465855,0.0009007228227029,0.012697126445599,0.0623300483980158,0.1481844663870968
82,26,34_MADHYA PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is very high. (90%, meaning 90 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is very low. (10%, meaning 10 in 100) ",2025-05-20,0.9018096982724944,1.5916802366561828e-05,0.0012545380120198,0.0116967993834294,0.0852230475296897,0.8308232745044661,7.870820871225931e-05,0.0049775373178308,0.0421039281154417,0.1220165518535489
84,26,35_UTTAR PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is high . (80%, meaning 80 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is low. (20%, meaning 20 in 100) ",2025-05-20,0.8160947760438919,0.0058958838724526,0.0215827918587752,0.0333818513996787,0.1230446968252014,0.5342336735625894,0.0116453132368049,0.0704818925385607,0.1524412183489955,0.2311979023130494
86,26,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,26,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
76,28,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
78,28,39_UTTAR PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is very high. (90%, meaning 90 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is very low. (10%, meaning 10 in 100) ",2025-05-20,0.8967630961848894,0.0003348983911993,0.0075161933793438,0.0208594110063256,0.0745264010382416,0.8301567484775058,0.0010967269824875,0.0103713819508311,0.0386211754720816,0.119753967117094
80,28,40_UTTARAKHAND_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is high . (80%, meaning 80 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is low. (20%, meaning 20 in 100) ",2025-05-20,0.7904027088462455,0.0009611547706446,0.0209748736990869,0.0544192420396191,0.1332420206444038,0.6313097694830327,0.0051567277990456,0.0549830158033688,0.1363507491219403,0.1721997377926123
82,28,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
84,28,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
86,28,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,28,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
76,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
78,30,44_UTTARAKHAND_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is high . (75%, meaning 75 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is low. (25%, meaning 25 in 100) ",2025-05-20,0.7711541219094548,0.0009037373722004,0.0234262160365807,0.0604044687830402,0.1441114558987238,0.6317887663404246,0.0061408321061444,0.0464563192644227,0.1199373453989679,0.1956767368900401
80,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
82,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
84,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
86,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,30,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
76,32,47_HIMACHAL PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is high . (75%, meaning 75 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is low. (25%, meaning 25 in 100) ",2025-05-20,0.7298447942746991,0.0001031340788568,0.0294069398479518,0.1033589152839837,0.1372862165145085,0.7345945520455012,0.0004762338461476,0.0138114117337624,0.0864485005793367,0.1646693017952519
78,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
80,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
82,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
84,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
86,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,32,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
